participant_id,block,block_type,trial,position,reaction_time,correct,attempts,timestamp
berg,8,random,8,2,489.53,True,1,2025-05-14 17:48:44
berg,8,random,9,1,280.72,True,1,2025-05-14 17:48:44
berg,8,random,10,4,315.96,True,1,2025-05-14 17:48:44
berg,8,random,11,2,252.84,True,2,2025-05-14 17:48:45
berg,8,random,12,4,503.3,True,1,2025-05-14 17:48:46
berg,8,random,13,3,422.96,True,1,2025-05-14 17:48:46
berg,8,random,14,2,265.99,True,1,2025-05-14 17:48:47
berg,8,random,15,4,382.57,True,1,2025-05-14 17:48:47
berg,8,random,16,1,455.92,True,1,2025-05-14 17:48:48
berg,8,random,17,4,293.27,True,2,2025-05-14 17:48:48
berg,8,random,18,3,429.08,True,1,2025-05-14 17:48:49
berg,8,random,19,1,289.67,True,2,2025-05-14 17:48:50
berg,8,random,20,3,450.04,True,1,2025-05-14 17:48:50
berg,8,random,21,2,372.31,True,1,2025-05-14 17:48:51
berg,8,random,22,4,294.48,True,1,2025-05-14 17:48:51
berg,8,random,23,1,396.85,True,1,2025-05-14 17:48:51
berg,8,random,24,2,369.08,True,1,2025-05-14 17:48:52
berg,8,random,25,3,253.25,True,1,2025-05-14 17:48:52
berg,8,random,26,1,473.72,True,2,2025-05-14 17:48:53
berg,8,random,27,2,426.7,True,1,2025-05-14 17:48:54
berg,8,random,28,4,379.77,True,1,2025-05-14 17:48:54
berg,8,random,29,3,431.96,True,1,2025-05-14 17:48:55
berg,8,random,30,2,551.2,True,1,2025-05-14 17:48:56
berg,8,random,31,3,518.5,True,1,2025-05-14 17:48:56
berg,8,random,32,1,476.51,True,1,2025-05-14 17:48:57
berg,8,random,33,2,344.4,True,1,2025-05-14 17:48:57
berg,8,random,34,3,278.49,True,1,2025-05-14 17:48:58
berg,8,random,35,2,431.93,True,1,2025-05-14 17:48:58
berg,8,random,36,4,358.73,True,1,2025-05-14 17:48:59
berg,8,random,37,3,290.63,True,2,2025-05-14 17:48:59
berg,8,random,38,1,431.79,True,1,2025-05-14 17:49:00
berg,8,random,39,2,277.18,True,1,2025-05-14 17:49:00
berg,8,random,40,1,435.31,True,1,2025-05-14 17:49:01
berg,8,random,41,4,303.09,True,2,2025-05-14 17:49:02
berg,8,random,42,3,314.02,True,1,2025-05-14 17:49:02
berg,8,random,43,1,524.54,True,1,2025-05-14 17:49:03
berg,8,random,44,4,295.71,True,2,2025-05-14 17:49:04
berg,8,random,45,2,344.61,True,1,2025-05-14 17:49:04
berg,8,random,46,3,282.73,True,1,2025-05-14 17:49:04
berg,8,random,47,2,498.83,True,1,2025-05-14 17:49:05
berg,8,random,48,3,494.03,True,1,2025-05-14 17:49:06
berg,8,random,49,2,456.27,True,1,2025-05-14 17:49:06
berg,8,random,50,1,502.34,True,1,2025-05-14 17:49:07
berg,8,random,51,2,445.73,True,1,2025-05-14 17:49:07
berg,8,random,52,4,517.64,True,1,2025-05-14 17:49:08
berg,8,random,53,2,289.87,True,1,2025-05-14 17:49:08
berg,8,random,54,3,332.36,True,1,2025-05-14 17:49:09
berg,8,random,55,2,515.0,True,1,2025-05-14 17:49:09
berg,8,random,56,3,517.51,True,1,2025-05-14 17:49:10
berg,8,random,57,4,432.04,True,1,2025-05-14 17:49:11
berg,8,random,58,1,371.47,True,1,2025-05-14 17:49:11
berg,8,random,59,2,348.67,True,1,2025-05-14 17:49:11
berg,8,random,60,3,308.39,True,1,2025-05-14 17:49:12
