participant_id,block,block_type,trial,position,reaction_time,correct,timestamp
12333,1,structured,1,1,1210.52,True,2025-05-14 17:29:25
12333,1,structured,2,3,5000,False,2025-05-14 17:29:30
12333,1,structured,3,2,1095.66,True,2025-05-14 17:29:32
12333,1,structured,4,1,121.33,False,2025-05-14 17:29:32
12333,1,structured,5,4,1231.22,False,2025-05-14 17:29:33
12333,1,structured,6,2,346.42,True,2025-05-14 17:29:34
12333,1,structured,7,3,445.34,False,2025-05-14 17:29:34
12333,1,structured,8,4,5000,False,2025-05-14 17:29:39
12333,1,structured,9,1,5000,False,2025-05-14 17:29:44
12333,1,structured,10,2,1205.73,True,2025-05-14 17:29:45
12333,1,structured,11,1,559.03,True,2025-05-14 17:29:46
12333,1,structured,12,3,610.52,True,2025-05-14 17:29:47
12333,1,structured,13,2,660.18,True,2025-05-14 17:29:48
12333,1,structured,14,1,599.97,True,2025-05-14 17:29:48
12333,1,structured,15,4,436.9,True,2025-05-14 17:29:49
12333,1,structured,16,2,628.4,True,2025-05-14 17:29:50
12333,1,structured,17,3,778.86,True,2025-05-14 17:29:50
12333,1,structured,18,4,593.53,True,2025-05-14 17:29:51
12333,1,structured,19,1,571.72,True,2025-05-14 17:29:52
12333,1,structured,20,2,603.47,True,2025-05-14 17:29:52
12333,1,structured,21,1,510.14,True,2025-05-14 17:29:53
12333,1,structured,22,3,634.12,True,2025-05-14 17:29:54
12333,1,structured,23,2,597.01,True,2025-05-14 17:29:54
12333,1,structured,24,1,463.09,True,2025-05-14 17:29:55
12333,1,structured,25,4,416.2,True,2025-05-14 17:29:56
12333,1,structured,26,2,432.37,True,2025-05-14 17:29:56
12333,1,structured,27,3,362.08,True,2025-05-14 17:29:57
12333,1,structured,28,4,434.42,True,2025-05-14 17:29:57
12333,1,structured,29,1,715.02,True,2025-05-14 17:29:58
12333,1,structured,30,2,375.12,True,2025-05-14 17:29:58
12333,1,structured,31,1,535.98,True,2025-05-14 17:29:59
12333,1,structured,32,3,382.37,True,2025-05-14 17:30:00
12333,1,structured,33,2,289.18,False,2025-05-14 17:30:00
12333,1,structured,34,1,1107.81,True,2025-05-14 17:30:01
12333,1,structured,35,4,530.53,True,2025-05-14 17:30:02
12333,1,structured,36,2,596.3,True,2025-05-14 17:30:02
12333,1,structured,37,3,1180.81,True,2025-05-14 17:30:04
12333,1,structured,38,4,438.2,True,2025-05-14 17:30:04
12333,1,structured,39,1,529.75,True,2025-05-14 17:30:05
12333,1,structured,40,2,344.34,True,2025-05-14 17:30:05
12333,1,structured,41,1,491.1,True,2025-05-14 17:30:06
12333,1,structured,42,3,454.72,True,2025-05-14 17:30:06
12333,1,structured,43,2,572.54,True,2025-05-14 17:30:07
12333,1,structured,44,1,410.9,True,2025-05-14 17:30:08
12333,1,structured,45,4,502.42,True,2025-05-14 17:30:08
12333,1,structured,46,2,574.12,True,2025-05-14 17:30:09
12333,1,structured,47,3,625.72,True,2025-05-14 17:30:10
12333,1,structured,48,4,491.07,True,2025-05-14 17:30:10
12333,1,structured,49,1,344.75,True,2025-05-14 17:30:11
12333,1,structured,50,2,377.89,True,2025-05-14 17:30:11
12333,1,structured,51,1,542.03,True,2025-05-14 17:30:12
12333,1,structured,52,3,429.96,True,2025-05-14 17:30:12
12333,1,structured,53,2,417.63,True,2025-05-14 17:30:13
12333,1,structured,54,1,421.56,True,2025-05-14 17:30:13
12333,1,structured,55,4,350.86,True,2025-05-14 17:30:14
12333,1,structured,56,2,442.06,True,2025-05-14 17:30:14
12333,1,structured,57,3,422.77,True,2025-05-14 17:30:15
12333,1,structured,58,4,495.99,True,2025-05-14 17:30:16
12333,1,structured,59,1,327.31,True,2025-05-14 17:30:16
12333,1,structured,60,2,385.56,True,2025-05-14 17:30:16
12333,2,random,1,3,2104.56,True,2025-05-14 17:30:26
12333,2,random,2,2,821.58,True,2025-05-14 17:30:27
12333,2,random,3,1,303.48,True,2025-05-14 17:30:27
12333,2,random,4,4,422.29,True,2025-05-14 17:30:27
12333,2,random,5,4,1226.93,True,2025-05-14 17:30:29
12333,2,random,6,1,697.07,True,2025-05-14 17:30:30
12333,2,random,7,4,826.85,True,2025-05-14 17:30:30
12333,2,random,8,3,371.42,True,2025-05-14 17:30:31
12333,2,random,9,2,456.22,True,2025-05-14 17:30:32
12333,2,random,10,1,564.47,True,2025-05-14 17:30:32
12333,2,random,11,3,591.75,True,2025-05-14 17:30:33
12333,2,random,12,3,1277.27,True,2025-05-14 17:30:34
12333,2,random,13,2,591.96,True,2025-05-14 17:30:35
12333,2,random,14,3,544.07,True,2025-05-14 17:30:36
12333,2,random,15,1,452.21,True,2025-05-14 17:30:36
12333,2,random,16,4,325.03,True,2025-05-14 17:30:37
12333,2,random,17,4,596.88,True,2025-05-14 17:30:37
12333,2,random,18,3,580.42,True,2025-05-14 17:30:38
12333,2,random,19,2,643.3,True,2025-05-14 17:30:39
12333,2,random,20,4,440.79,True,2025-05-14 17:30:39
12333,2,random,21,2,512.03,True,2025-05-14 17:30:40
12333,2,random,22,2,682.97,True,2025-05-14 17:30:41
12333,2,random,23,2,662.88,True,2025-05-14 17:30:41
12333,2,random,24,1,700.33,True,2025-05-14 17:30:42
12333,2,random,25,2,519.6,True,2025-05-14 17:30:43
12333,2,random,26,3,606.27,True,2025-05-14 17:30:44
12333,2,random,27,2,444.65,True,2025-05-14 17:30:44
12333,2,random,28,3,604.05,True,2025-05-14 17:30:45
12333,2,random,29,4,408.93,True,2025-05-14 17:30:45
12333,2,random,30,2,462.59,True,2025-05-14 17:30:46
12333,2,random,31,2,618.31,True,2025-05-14 17:30:47
12333,2,random,32,2,610.94,True,2025-05-14 17:30:47
12333,2,random,33,3,534.49,True,2025-05-14 17:30:48
12333,2,random,34,3,759.75,True,2025-05-14 17:30:49
12333,2,random,35,4,535.87,True,2025-05-14 17:30:49
12333,2,random,36,1,426.31,True,2025-05-14 17:30:50
12333,2,random,37,3,460.22,True,2025-05-14 17:30:50
12333,2,random,38,3,379.89,True,2025-05-14 17:30:51
12333,2,random,39,3,387.45,True,2025-05-14 17:30:51
12333,2,random,40,4,499.33,True,2025-05-14 17:30:52
12333,2,random,41,3,446.39,True,2025-05-14 17:30:53
12333,2,random,42,1,596.27,True,2025-05-14 17:30:53
12333,2,random,43,1,605.04,True,2025-05-14 17:30:54
12333,2,random,44,1,457.68,True,2025-05-14 17:30:55
12333,2,random,45,1,300.04,True,2025-05-14 17:30:55
12333,2,random,46,2,475.16,True,2025-05-14 17:30:56
12333,2,random,47,4,530.43,True,2025-05-14 17:30:56
12333,2,random,48,1,447.02,True,2025-05-14 17:30:57
12333,2,random,49,4,520.2,False,2025-05-14 17:30:57
12333,2,random,50,1,845.96,True,2025-05-14 17:30:58
12333,2,random,51,4,454.68,True,2025-05-14 17:30:59
12333,2,random,52,2,509.19,True,2025-05-14 17:30:59
12333,2,random,53,2,590.5,True,2025-05-14 17:31:00
12333,2,random,54,4,626.96,True,2025-05-14 17:31:01
12333,2,random,55,1,418.0,True,2025-05-14 17:31:01
12333,2,random,56,4,564.93,True,2025-05-14 17:31:02
12333,2,random,57,2,423.81,True,2025-05-14 17:31:03
12333,2,random,58,4,576.49,True,2025-05-14 17:31:03
12333,2,random,59,1,466.37,True,2025-05-14 17:31:04
12333,2,random,60,2,359.9,True,2025-05-14 17:31:04
12333,3,structured,1,1,632.73,True,2025-05-14 17:31:07
12333,3,structured,2,3,465.98,True,2025-05-14 17:31:08
12333,3,structured,3,2,399.91,True,2025-05-14 17:31:08
12333,3,structured,4,1,362.22,True,2025-05-14 17:31:08
12333,3,structured,5,4,408.32,True,2025-05-14 17:31:09
12333,3,structured,6,2,284.25,True,2025-05-14 17:31:09
12333,3,structured,7,3,393.85,True,2025-05-14 17:31:10
12333,3,structured,8,4,359.38,True,2025-05-14 17:31:10
12333,3,structured,9,1,439.83,True,2025-05-14 17:31:11
12333,3,structured,10,2,271.37,True,2025-05-14 17:31:11
12333,3,structured,11,1,427.6,True,2025-05-14 17:31:12
12333,3,structured,12,3,327.56,True,2025-05-14 17:31:12
12333,3,structured,13,2,413.58,True,2025-05-14 17:31:13
12333,3,structured,14,1,353.99,True,2025-05-14 17:31:13
12333,3,structured,15,4,305.52,True,2025-05-14 17:31:14
12333,3,structured,16,2,391.91,True,2025-05-14 17:31:14
12333,3,structured,17,3,380.77,True,2025-05-14 17:31:15
12333,3,structured,18,4,410.13,True,2025-05-14 17:31:15
12333,3,structured,19,1,306.03,True,2025-05-14 17:31:15
12333,3,structured,20,2,283.93,True,2025-05-14 17:31:16
12333,3,structured,21,1,441.85,True,2025-05-14 17:31:16
12333,3,structured,22,3,455.64,True,2025-05-14 17:31:17
12333,3,structured,23,2,427.24,True,2025-05-14 17:31:17
12333,3,structured,24,1,282.71,True,2025-05-14 17:31:18
12333,3,structured,25,4,336.06,True,2025-05-14 17:31:18
12333,3,structured,26,2,307.34,True,2025-05-14 17:31:19
12333,3,structured,27,3,329.27,True,2025-05-14 17:31:19
12333,3,structured,28,4,391.03,True,2025-05-14 17:31:20
12333,3,structured,29,1,467.38,True,2025-05-14 17:31:20
12333,3,structured,30,2,301.39,True,2025-05-14 17:31:21
12333,3,structured,31,1,585.15,True,2025-05-14 17:31:21
12333,3,structured,32,3,428.79,True,2025-05-14 17:31:22
12333,3,structured,33,2,276.91,False,2025-05-14 17:31:22
12333,3,structured,34,1,984.59,True,2025-05-14 17:31:23
12333,3,structured,35,4,439.81,True,2025-05-14 17:31:24
12333,3,structured,36,2,339.75,True,2025-05-14 17:31:24
12333,3,structured,37,3,412.04,True,2025-05-14 17:31:25
12333,3,structured,38,4,411.15,True,2025-05-14 17:31:25
12333,3,structured,39,1,497.82,True,2025-05-14 17:31:26
12333,3,structured,40,2,305.24,True,2025-05-14 17:31:26
12333,3,structured,41,1,352.44,True,2025-05-14 17:31:27
12333,3,structured,42,3,514.03,True,2025-05-14 17:31:27
12333,3,structured,43,2,559.16,True,2025-05-14 17:31:28
12333,3,structured,44,1,336.17,True,2025-05-14 17:31:28
12333,3,structured,45,4,424.98,True,2025-05-14 17:31:29
12333,3,structured,46,2,410.31,True,2025-05-14 17:31:29
12333,3,structured,47,3,377.88,True,2025-05-14 17:31:30
12333,3,structured,48,4,435.57,True,2025-05-14 17:31:30
12333,3,structured,49,1,362.04,True,2025-05-14 17:31:31
12333,3,structured,50,2,345.75,True,2025-05-14 17:31:31
12333,3,structured,51,1,364.08,True,2025-05-14 17:31:32
12333,3,structured,52,3,363.6,True,2025-05-14 17:31:32
12333,3,structured,53,2,468.68,True,2025-05-14 17:31:33
12333,3,structured,54,1,333.26,True,2025-05-14 17:31:33
12333,3,structured,55,4,310.87,True,2025-05-14 17:31:34
12333,3,structured,56,2,406.37,True,2025-05-14 17:31:34
12333,3,structured,57,3,456.9,True,2025-05-14 17:31:35
12333,3,structured,58,4,396.6,True,2025-05-14 17:31:35
12333,3,structured,59,1,322.93,True,2025-05-14 17:31:36
12333,3,structured,60,2,250.32,True,2025-05-14 17:31:36
12333,4,random,1,4,709.34,True,2025-05-14 17:31:39
12333,4,random,2,2,639.86,True,2025-05-14 17:31:39
12333,4,random,3,3,496.85,True,2025-05-14 17:31:40
12333,4,random,4,3,635.03,True,2025-05-14 17:31:41
12333,4,random,5,4,422.37,True,2025-05-14 17:31:41
12333,4,random,6,4,547.97,True,2025-05-14 17:31:42
12333,4,random,7,1,550.38,True,2025-05-14 17:31:42
12333,4,random,8,2,294.12,True,2025-05-14 17:31:43
12333,4,random,9,2,332.53,False,2025-05-14 17:31:43
12333,4,random,10,4,738.03,True,2025-05-14 17:31:44
12333,4,random,11,1,420.45,True,2025-05-14 17:31:45
12333,4,random,12,3,394.53,True,2025-05-14 17:31:45
12333,4,random,13,4,433.02,True,2025-05-14 17:31:46
12333,4,random,14,3,617.85,True,2025-05-14 17:31:46
12333,4,random,15,4,465.99,True,2025-05-14 17:31:47
12333,4,random,16,1,484.33,True,2025-05-14 17:31:48
12333,4,random,17,1,453.5,True,2025-05-14 17:31:48
12333,4,random,18,4,5000,False,2025-05-14 17:31:53
12333,4,random,19,3,5000,False,2025-05-14 17:31:58
12333,4,random,20,4,5000,False,2025-05-14 17:32:03
12333,4,random,21,4,5000,False,2025-05-14 17:32:08
12333,4,random,22,2,5000,False,2025-05-14 17:32:13
12333,4,random,23,2,5000,False,2025-05-14 17:32:18
12333,4,random,24,2,5000,False,2025-05-14 17:32:23
12333,4,random,25,4,5000,False,2025-05-14 17:32:28
12333,4,random,26,4,5000,False,2025-05-14 17:32:33
12333,4,random,27,4,5000,False,2025-05-14 17:32:38
12333,4,random,28,2,5000,False,2025-05-14 17:32:43
12333,4,random,29,1,5000,False,2025-05-14 17:32:48
12333,4,random,30,2,5000,False,2025-05-14 17:32:53
12333,4,random,31,1,5000,False,2025-05-14 17:32:58
12333,4,random,32,1,5000,False,2025-05-14 17:33:03
12333,4,random,33,4,5000,False,2025-05-14 17:33:08
12333,4,random,34,1,5000,False,2025-05-14 17:33:13
12333,4,random,35,3,5000,False,2025-05-14 17:33:18
12333,4,random,36,2,5000,False,2025-05-14 17:33:23
12333,4,random,37,3,5000,False,2025-05-14 17:33:28
12333,4,random,38,2,5000,False,2025-05-14 17:33:33
12333,4,random,39,3,5000,False,2025-05-14 17:33:38
12333,4,random,40,4,5000,False,2025-05-14 17:33:43
12333,4,random,41,4,5000,False,2025-05-14 17:33:48
12333,4,random,42,2,5000,False,2025-05-14 17:33:53
12333,4,random,43,4,5000,False,2025-05-14 17:33:58
12333,4,random,44,1,5000,False,2025-05-14 17:34:03
12333,4,random,45,2,5000,False,2025-05-14 17:34:08
12333,4,random,46,1,5000,False,2025-05-14 17:34:13
12333,4,random,47,2,5000,False,2025-05-14 17:34:18
12333,4,random,48,2,5000,False,2025-05-14 17:34:23
12333,4,random,49,1,5000,False,2025-05-14 17:34:28
12333,4,random,50,4,5000,False,2025-05-14 17:34:33
12333,4,random,51,4,5000,False,2025-05-14 17:34:38
12333,4,random,52,3,5000,False,2025-05-14 17:34:43
12333,4,random,53,2,5000,False,2025-05-14 17:34:48
12333,4,random,54,3,5000,False,2025-05-14 17:34:53
12333,4,random,55,2,5000,False,2025-05-14 17:34:58
12333,4,random,56,1,5000,False,2025-05-14 17:35:03
12333,4,random,57,4,5000,False,2025-05-14 17:35:08
12333,4,random,58,2,5000,False,2025-05-14 17:35:13
12333,4,random,59,4,5000,False,2025-05-14 17:35:18
